01intro-00-pi-000	pi	01intro	ภิกฺขุปาฏิโมกฺขปาลิ	9	ปุพฺพกิจฺจานิ อุโปสถกรณโต1 ปุพฺเพ นววิธํ ปุพฺพกิจฺจํ กาตพฺพํ โหติ. ตณฺฐานสมฺมชฺชนญฺจ ตตฺถ ปทีปุชฺชลนญฺจ อาสนปญฺญปนญฺจ ปานียปริโภชนียูปฏฺฐปนญฺจ ฉนฺทารหานํ ภิกฺขูนํ ฉนฺทาหรณญฺจ เตสญฺเญว อกตุโปสถานํ ปาริสุทฺธิยาปิ2 อาหรณญฺจ อุตุกฺขานญฺจ ภิกฺขุคณนา จ ภิกฺขุนีนโมวาโท จาติ. ตตฺถ ปุริเมสุ จตูสุ กิจฺเจสุ ปทีปกิจฺจํ อิทานิ สุริยาโลกสฺส อตฺถิตาย นตฺถิ อปรานิ ตีณิ3 ภิกฺขูนํ วตฺตํ ชานนฺเตหิ อารามิเกหิปิ ภิกฺขูหิปิ4 กตานิ ปรินิฏฺฐิตานิ โหนฺติ. ฉนฺทาหรณปาริสุทฺธิ อาหรณานิ5 ปน อิมิสฺสํ สีมายํ หตฺถปาสํ วิชหิตฺวา นิสินฺนานํ ภิกฺขูนํ อภาวโต นตฺถิ. อุตุกฺขานํ นาม เอตฺตกํ อติกฺกนฺตํ, เอตฺตกํ อวสิฏฺฐนฺติ เอวํ อุตุอาจิกฺขนํ; อุตูนีธ ปน สาสเน เหมนฺตคิมฺหวสฺสานานํ วเสน ตีณิ โหนฺติ. อยํ คิมฺโหตุ,6 อสฺมิญฺจ อุตุมฺหิ อฏฺฐ อุโปสถา, อิมินา ปกฺเขน เอโก อุโปสโถ สมฺปตฺโต, สตฺต อุโปสถา อวสิฏฺฐา,7 อิติ เอวํ สพฺเพหิ อายสฺมนฺเตหิ อุตุกฺขานํ ธาเรตพฺพํ. (รับว่า เอวํ ภนฺเต* พร้อมกัน) ภิกฺขุคณนา นาม อิมสฺมึ อุโปสถคฺเค อุโปสถตฺถาย8 สนฺนิปติตา ภิกฺขู เอตฺตกาติ ภิกฺขูนํ คณนา, อิมสฺมิมฺปน อุโปสถคฺเค9 จตฺตาโร ภิกฺขู10 สนฺนิปติตา โหนฺติ. อิติ สพฺเพหิ อายสฺมนฺเตหิ ภิกฺขุคณนาปิ ธาเรตพฺพา. (รับว่า เอวํ ภนฺเต* พร้อมกัน) ภิกฺขุนีนโมวาโท ปน อิทานิ ตาสํ นตฺถิตาย นตฺถิ. อิติ สกรโณกาสานํ ปุพฺพกิจฺจานํ กตตฺตา, นิกฺกรโณกาสานํ ปุพฺพกิจฺจานํ ปกติยา ปรินิฏฺฐิตตฺตา, เอวนฺตํ นววิธํ ปุพฺพกิจฺจํ ปรินิฏฺฐิตํ โหติ. นิฏฺฐิเต จ ปุพฺพกิจฺเจ สเจ โส ทิวโส จาตุทฺทสีปณฺณรสีสามคฺคีนมญฺญตโร ยถาชฺช อุโปสโถ11 ปณฺณรโส12 ยาวติกา จ ภิกฺขู กมฺมปฺปตฺตา สงฺฆุโปสถารหา จตฺตาโร13 วา ตโต วา อติเรกา ปกตตฺตา ปาราชิกํ อนาปนฺนา สงฺเฆน วา อนุกฺขิตฺตา, เต จ โข หตฺถปาสํ อวิชหิตฺวา เอกสีมายํ ฐิตา, เตสญฺจ วิกาลโภชนาทิวเสน วตฺถุสภาคาปตฺติโย เจ น วิชฺชนฺติ; เตสญฺจ หตฺถปาเส หตฺถปาสโต พหิกรณวเสน วชฺเชตพฺโพ โกจิ วชฺชนียปุคฺคโล เจ นตฺถิ. __________________ *ถ้าผู้สวดอ่อนพรรษากว่า พึงเว้นคำว่า “ภนฺเต” เสีย หรือเปลี่ยนเป็น อาวุโส เอวนฺตํ อุโปสถกมฺมํ14 อิเมหิ จตูหิ ลกฺขเณหิ สงฺคหิตํ ปตฺตกลฺลํ นาม โหติ กาตุํ ยุตฺตรูปํ. อุโปสถกมฺมสฺส15 ปตฺตกลฺลตฺตํ วิทิตฺวา อิทานิ กริยมาโน อุโปสโถ สงฺเฆน อนุมาเนตพฺโพ.16 (รับว่า สาธุ พร้อมกัน) ในลำดับนี้ ท่านผู้มีอาวุโสอยู่ในที่ประชุมนั้น พึง กล่าว อัชเฌสนา ดังนี้ ปุพฺพกรณปุพฺพกิจฺจานิ สมาเปตฺวา อิมสฺส นิสินฺนสฺส ภิกฺขุสงฺฆสฺส อนุมติยา ปาฏิโมกฺขํ อุทฺเทสิตุํ* อชฺเฌสนํ กโรมิ. __________________ *ใช้คำว่า อุทฺทิสิตุํ ก็มี ถ้าเป็นวันปวารนา พึงว่า ปวารณาญตฺติํ ฐเปตุํ นโม ตสฺส ภควโต อรหโต สมฺมาสมฺพุทฺธสฺส. (3 ครั้ง) สุณาตุ เม ภนฺเต สงฺโฆ. อชฺชุโปสโถ ปณฺณรโส.* ยทิ สงฺฆสฺส ปตฺตกลฺลํ, สงฺโฆ อุโปสถํ กเรยฺย, ปาฏิโมกฺขํ อุทฺทิเสยฺย. กึ สงฺฆสฺส ปุพฺพกิจฺจํ, ปาริสุทฺธึ อายสฺมนฺโต อาโรเจถ, ปาฏิโมกฺขํ อุทฺทิสิสฺสามิ. ตํ สพฺเพว สนฺตา สาธุกํ สุโณม มนสิกโรม. ยสฺส สิยา อาปตฺติ, โส อาวิกเรยฺย, อสนฺติยา อาปตฺติยา ตุณฺหี ภวิตพฺพํ. ตุณฺหีภาเวน โข ปนายสฺมนฺเต ปริสุทฺธาติ เวทิสฺสามิ. ยถา โข ปน ปจฺเจกปุฏฺฐสฺส เวยฺยากรณํ โหติ, เอวเมวํ เอวรูปาย ปริสาย ยาวตติยํ อนุสฺสาวิตํ โหติ. โย ปน ภิกฺขุ ยาวตติยํ อนุสฺสาวิยมาเน สรมาโน สนฺตึ อาปตฺตึ นาวิกเรยฺย, สมฺปชานมุสาวาทสฺส โหติ, สมฺปชานมุสาวาโท โข ปนายสฺมนฺโต อนฺตรายิโก ธมฺโม วุตฺโต ภควตา; ตสฺมา สรมาเนน ภิกฺขุนา อาปนฺเนน วิสุทฺธาเปกฺเขน สนฺตี อาปตฺติ อาวิกาตพฺพา, อาวิกตา หิสฺส ผาสุ โหติ. นิทานํ นิฏฺฐิตํ. __________________ * ถ้าเป็น 14 คำ พึงว่า จาตุทฺทโส ปาราชิกุทฺเทโส ตตฺริเม จตฺตาโร ปาราชิกา ธมฺมา อุทฺเทสํ อาคจฺฉนฺติ.
09patit-02-pi-006	pi	09patit	ปาฏิเทสนียา	45	ภิกฺขู ปเนว กุเลสุ นิมนฺติตา ภุญฺชนฺติ, ตตฺร เจ ภิกฺขุนี โวสาสมานรูปา ฐิตา โหติ “อิธ สูปํ เทถ, อิธ โอทนํ เทถาติ, เตหิ ภิกฺขูหิ สา ภิกฺขุนี อปสาเทตพฺพา “อปสกฺก ตาว ภคินิ, ยาว ภิกฺขู ภุญฺชนฺตีติ: เอกสฺสปิ เจ ภิกฺขุโน นปฺปฏิภาเสยฺย ตํ ภิกฺขุนึ อปสาเทตุํ “อปสกฺก ตาว ภคินิ, ยาว ภิกฺขู ภุญฺชนฺตีติ, ปฏิเทเสตพฺพํ เตหิ ภิกฺขูหิ “คารยฺหํ อาวุโส ธมฺมํ อาปชฺชิมฺหา อสปฺปายํ ปาฏิเทสนียํ, ตํ ปฏิเทเสมาติ.
09patit-02-ro-028	ro	09patit	PĀṬIDESANIYĀ	157	Bhikkhū pan’eva kulesu nimantitā bhuñjanti. Tatra ce bhikkhunī vosāsamānarūpā ṭhitā hoti: “Idha sūpaṁ detha, idha odanaṁ dethā”ti. Tehi bhikkhūhi sā bhikkhunī apasādetabbā, “Apasakka tāva bhagini, yāva bhikkhū bhuñjantī”ti: ekassa’pi ce bhikkhuno nappaṭibhāseyya taṁ bhikkhuniṁ apasādetuṁ, “apasakka tāva bhagini, yāva bhikkhū bhunjantī”ti. Paṭidesetabbaṁ tehi bhikkhūhi, “Gārayhaṁ āvuso dhammaṁ āpajjimhā asappāyaṁ pāṭidesanīyaṁ, taṁ paṭidesemā”ti.
09patit-02-th-016	th	09patit	ปาฏิเทสนีย์ ๔	97	ภิกขู ปะเนวะ กุเลสุ นิมันติตา ภุญชันติ, ตัต๎ระ เจ ภิกขุนี โวสาสะมานะรูปา ฐิตา โหติ “อิธะ สูปัง เทถะ, อิธะ โอทะนัง เทถาติ, เตหิ ภิกขูหิ สา ภิกขุนี อะปะสาเทตัพพา “อะปะสักกะ ตาวะ ภะคินิ, ยาวะ ภิกขู ภุญชันตีติ, เอกัสสะปิ เจ ภิกขุโน นัปปะฏิภาเสยยะ ตัง พระภิกขุปาฏิโมกข์ ภิกขุนิง อะปะสาเทตุง “อะปะสักกะ ตาวะ ภะคินิ, ยาวะ ภิกขู ภุญชันตีติ, ปะฏิเทเสตัพพัง เตหิ ภิกขูหิ “คารัย๎หัง อาวุโส ธัมมัง อาปัชชิมหา อะสัปปายัง ปาฏิเทสะนียัง, ตัง ปะฏิเทเสมาติ.
09patit-03-pi-006	pi	09patit	ปาฏิเทสนียา	45	ยานิ โข ปน ตานิ เสกฺขสมฺมตานิ กุลานิ, โย ปน ภิกฺขุ ตถารูเปสุ เสกฺขสมฺมเตสุ กุเลสุ ปุพฺเพ อนิมนฺติโต อคิลาโน ขาทนียํ วา โภชนียํ วา สหตฺถา ปฏิคฺคเหตฺวา ขาเทยฺย วา ภุญฺเชยฺย วา, ปฏิเทเสตพฺพํ เตน ภิกฺขุนา “คารยฺหํ อาวุโส ธมฺมํ อาปชฺชึ อสปฺปายํ ปาฏิเทสนียํ, ตํ ปฏิเทเสมีติ.
09patit-03-ro-028	ro	09patit	PĀṬIDESANIYĀ	157	Yāni kho pana tāni sekkhasammatāni kulāni. Yo pana bhikkhu tathārūpesu sekkhasammatesu kulesu pubbe animantito agilāno khādanīyaṁ vā bhojanīyaṁ vā sahatthā paṭiggahetvā khādeyya vā bhuñjeyya vā. Paṭidesetabbaṁ tena bhikkhunā, “Gārayhaṁ āvuso dhammaṁ āpajjiṁ asappāyaṁ pāṭidesanīyaṁ, taṁ paṭidesemī”ti.
09patit-03-th-016	th	09patit	ปาฏิเทสนีย์ ๔	97	ยานิ โข ปะนะ ตานิ เสกขะสัมมะตานิ กุลานิ, โย ปะนะ ภิกขุ ตะถารูเปสุ เสกขะสัมมะเตสุ กุเลสุ ปุพเพ อะนิมันติโต อะคิลาโน ขาทะนียัง วา โภชะนียัง วา สะหัตถา ปะฏิคคะเหต๎วา ขาเทยยะ วา ภุญเชยยะ วา, ปะฏิเทเสตัพพัง เตนะ ภิกขุนา “คารัย๎หัง อาวุโส ธัมมัง อาปัชชิง อะสัปปายัง ปาฏิเทสะนียัง, ตัง ปะฏิเทเสมีติ.
09patit-04-pi-006	pi	09patit	ปาฏิเทสนียา	45	ยานิ โข ปน ตานิ อารญฺญกานิ เสนาสนานิ สาสงฺกสมฺมตานิ สปฺปฏิภยานิ, โย ปน ภิกฺขุ ตถารูเปสุ เสนาสเนสุ วิหรนฺโต1 ปุพฺเพ อปฺปฏิสํวิทิตํ ขาทนียํ วา โภชนียํ วา อชฺฌาราเม สหตฺถา ปฏิคฺคเหตฺวา อคิลาโน ขาเทยฺย วา ภุญฺเชยฺย วา, ปฏิเทเสตพฺพํ เตน ภิกฺขุนา “คารยฺหํ อาวุโส ธมฺมํ อาปชฺชึ อสปฺปายํ ปาฏิเทสนียํ, ตํ ปฏิเทเสมีติ. อุทฺทิฏฺฐา โข อายสฺมนฺโต จตฺตาโร ปาฏิเทสนียา ธมฺมา. ตตฺถายสฺมนฺเต ปุจฺฉามิ: กจฺจิตฺถ ปริสุทฺธา ? ทุติยมฺปิ ปุจฺฉามิ: กจฺจิตฺถ ปริสุทฺธา ? ตติยมฺปิ ปุจฺฉามิ: กจฺจิตฺถ ปริสุทฺธา ? ปริสุทฺเธตฺถายสฺมนฺโต; ตสฺมา ตุณฺหี, เอวเมตํ ธารยามิ. ปาฏิเทสนียา นิฏฺฐิตา. __________________ 1 สี. สฺยา. โปตฺถเกสุ วิหรนฺโตติ ปทํ อตฺถิ. ม. ยุ. เทว. โปตฺถเกสุ ปน อิทํ นตฺถิ. เสขิยา อิเม โข ปนายสฺมนฺโต เสขิยา ธมฺมา อุทฺเทสํ อาคจฺฉนฺติ.
09patit-04-ro-028	ro	09patit	PĀṬIDESANIYĀ	157	Yāni kho pana tāni āraññakāni senāsanāni sāsaṅkasammatāni sappaṭibhayāni, yo pana bhikkhu tathārūpesu senāsanesu viharanto pubbe appaṭisaṁviditaṁ khādanīyaṁ vā bhojanīyaṁ vā ajjhārāme sahatthā paṭiggahetvā agilāno khādeyya vā bhuñjeyya vā. Paṭidesetabbaṁ tena bhikkhunā, “Gārayhaṁ āvuso dhammaṁ āpajjiṁ asappāyaṁ pāṭidesanīyaṁ, taṁ paṭidesemī”ti. Uddiṭṭhā kho āyasamanto cattāro pāṭidesanīyā dhammā. Tatth’āyasmante pucchāmi : Kacci’ttha parisuddhā? Dutiyam’pi pucchāmi : Kacci’ttha parisuddhā? Tatiyam’pi pucchāmi : Kacci’ttha parisuddhā? Parisuddh’ etth’ āyasmanto, tasmā tuṇhī, evam’ etaṁ dhārayāmi. (Pāṭidesaniyā niṭṭhitā.) Sekhiyā Ime kho pan’āyasmanto sekhiyā dhammā uddesaṁ āgacchanti.
09patit-04-th-016	th	09patit	ปาฏิเทสนีย์ ๔	97	ยานิ โข ปะนะ ตานิ อารัญญะกานิ เสนาสะนานิ สาสังกะสัมมะตานิ สัปปะฏิภะยานิ, โย ปะนะ ภิกขุ ตะถารูเปสุ เสนาสะเนสุ วิหะรันโต ปุพเพ อัปปะฏิสังวิทิตัง ขาทะนียัง วา โภชะนียัง วา อัชฌาราเม สะหัตถา ปะฏิคคะเหต๎วา อะคิลาโน ขาเทยยะ วา ภุญเชยยะ วา, ปะฏิเทเสตัพพัง เตนะ ภิกขุนา “คารัย๎หัง อาวุโส ธัมมัง อาปัชชิง อะสัปปายัง ปาฏิเทสะนียัง, ตัง ปะฏิเทเสมีติ. อุททิฏฐา โข อายัส๎มันโต จัตตาโร ปาฏิเทสะนียา ธัมมา. ตัตถายัส๎มันเต ปุจฉามิ. กัจจิตถะ ปะริสุทธา ? ทุติยัมปิ ปุจฉามิ. กัจจิตถะ ปะริสุทธา ? พระภิกขุปาฏิโมกข์ ตะติยัมปิ ปุจฉามิ. กัจจิตถะ ปะริสุทธา ? ปะริสุทเธตถายัส๎มันโต ตัส๎มา ตุณ๎หี, เอวะเมตัง ธาระยามิ. ปาฏิเทสะนียา นิฏฐิตา. เสขิยวัตร 75 อิเม โข ปะนายัส๎มันโต (ปัญจะสัตตะติ) เสขิยา ธัมมา อุทเทสัง อาคัจฉันติ.
10sekiy-01-pi-007	pi	10sekiy	เสขิยา	47	“ปริมณฺฑลํ นิวาเสสฺสามีติ สิกฺขา กรณียา.
10sekiy-01-pi-008	pi	10sekiy	เสขิยา	47	“สกฺกจฺจํ ปิณฺฑปาตํ ปฏิคฺคเหสฺสามีติ สิกฺขา กรณียา.
10sekiy-01-pi-009	pi	10sekiy	เสขิยา	47	“น ฉตฺตปาณิสฺส อคิลานสฺส ธมฺมํ เทสิสฺสามีติ สิกฺขา กรณียา.
10sekiy-01-ro-029	ro	10sekiy	SEKHIYĀ	159	Parimaṇḍalaṁ nivāsessāmī’ti, sikkhā karaṇīyā.
10sekiy-01-ro-030	ro	10sekiy	SEKHIYĀ	159	Sakkaccaṁ piṇḍapātaṁ paṭiggahessāmī’ti, sikkhā karaṇīyā.
10sekiy-01-ro-031	ro	10sekiy	SEKHIYĀ	159	Na chattapāṇissa agilānassa dhammaṁ desissāmī’ti, sikkhā karaṇīyā.
10sekiy-01-th-017	th	10sekiy	เสขิยวัตร ๗๕	99	“ปะริมัณฑะลัง นิวาเสสสามีติ สิกขา กะระณียา.
10sekiy-01-th-018	th	10sekiy	เสขิยวัตร ๗๕	99	“สักกัจจัง ปิณฑะปาตัง ปะฏิคคะเหสสามีติ สิกขา กะระณียา.
10sekiy-01-th-019	th	10sekiy	เสขิยวัตร ๗๕	99	“นะ ฉัตตะปาณิสสะ อะคิลานัสสะ ธัมมัง เทสิสสามีติ สิกขา กะระณียา.
10sekiy-02-pi-007	pi	10sekiy	เสขิยา	47	“ปริมณฺฑลํ ปารุปิสฺสามีติ สิกฺขา กรณียา.
10sekiy-02-pi-008	pi	10sekiy	เสขิยา	47	“ปตตฺสญฺญี ปิณฺฑปาตํ ปฏิคฺคเหสฺสามีติ สิกฺขา กรณียา.
10sekiy-02-pi-009	pi	10sekiy	เสขิยา	47	“น ทณฺฑปาณิสฺส อคิลานสฺส ธมฺมํ เทสิสฺสามีติ สิกฺขา กรณียา.
10sekiy-02-ro-029	ro	10sekiy	SEKHIYĀ	159	Parimaṇḍalaṁ pārupissāmī’ti, sikkhā karaṇīyā.
10sekiy-02-ro-030	ro	10sekiy	SEKHIYĀ	159	Pattasaññī piṇḍapātaṁ paṭiggahessāmī’ti, sikkhā karaṇīyā.
10sekiy-02-ro-031	ro	10sekiy	SEKHIYĀ	159	Na daṇḍapāṇissa agilānassa dhammaṁ desissāmī’ti, sikkhā karaṇīyā.
10sekiy-02-th-017	th	10sekiy	เสขิยวัตร ๗๕	99	“ปะริมัณฑะลัง ปารุปิสสามีติ สิกขา กะระณียา.
10sekiy-02-th-018	th	10sekiy	เสขิยวัตร ๗๕	99	“ปัตตะสัญญี ปิณฑะปาตัง ปะฏิคคะเหสสามีติ สิกขา กะระณียา.
10sekiy-02-th-019	th	10sekiy	เสขิยวัตร ๗๕	99	“นะ ทัณฑะปาณิสสะ อะคิลานัสสะ ธัมมัง เทสิสสามีติ สิกขา กะระณียา.
10sekiy-03-pi-007	pi	10sekiy	เสขิยา	47	“สุปฏิจฺฉนฺโน อนฺตรฆเร คมิสฺสามีติ สิกฺขา กรณียา.
10sekiy-03-pi-008	pi	10sekiy	เสขิยา	47	“สมสูปกํ ปิณฺฑปาตํ ปฏิคฺคเหสฺสามีติ สิกฺขา กรณียา.
10sekiy-03-pi-009	pi	10sekiy	เสขิยา	47	“น สตฺถปาณิสฺส อคิลานสฺส ธมฺมํ เทสิสฺสามีติ สิกฺขา กรณียา.
10sekiy-03-ro-029	ro	10sekiy	SEKHIYĀ	159	Supaṭicchanno antaraghare gamissāmī’ti, sikkhā karaṇīyā.
10sekiy-03-ro-030	ro	10sekiy	SEKHIYĀ	159	Samasūpakaṁ piṇḍapātaṁ paṭiggahessāmī’ti, sikkhā karaṇīyā.
10sekiy-03-ro-031	ro	10sekiy	SEKHIYĀ	159	Na satthapāṇissa agilānassa dhammaṁ desissāmī’ti, sikkhā karaṇīyā.
10sekiy-03-th-017	th	10sekiy	เสขิยวัตร ๗๕	99	“สุปะฏิจฉันโน อันตะระฆะเร คะมิสสามีติ สิกขา กะระณียา.
10sekiy-03-th-018	th	10sekiy	เสขิยวัตร ๗๕	99	“สะมะสูปะกัง ปิณฑะปาตัง ปะฏิคคะเหสสามีติ พระภิกขุปาฏิโมกข์ สิกขา กะระณียา.
10sekiy-03-th-019	th	10sekiy	เสขิยวัตร ๗๕	99	“นะ สัตถะปาณิสสะ อะคิลานัสสะ ธัมมัง เทสิสสามีติ สิกขา กะระณียา. พระภิกขุปาฏิโมกข์
10sekiy-04-pi-007	pi	10sekiy	เสขิยา	47	“สุปฏิจฺฉนฺโน อนฺตรฆเร นิสีทิสฺสามีติ สิกฺขา กรณียา.
10sekiy-04-pi-008	pi	10sekiy	เสขิยา	47	“สมติตฺติกํ ปิณฺฑปาตํ ปฏิคฺคเหสฺสามีติ สิกฺขา กรณียา.
10sekiy-04-pi-009	pi	10sekiy	เสขิยา	47	“น อาวุธปาณิสฺส อคิลานสฺส ธมฺมํ เทสิสฺสามีติ สิกฺขา กรณียา.
10sekiy-04-ro-029	ro	10sekiy	SEKHIYĀ	159	Supaṭicchanno antaraghare nisīdissāmī’ti, sikkhā karaṇīyā.
10sekiy-04-ro-030	ro	10sekiy	SEKHIYĀ	159	Samatittikaṁ piṇḍapātaṁ paṭiggahessāmī’ti, sikkhā karaṇīyā.
10sekiy-04-ro-031	ro	10sekiy	SEKHIYĀ	159	Na āvudhapāṇissa agilānassa dhammaṁ desissāmī’ti, sikkhā karaṇīyā.
10sekiy-04-th-017	th	10sekiy	เสขิยวัตร ๗๕	99	“สุปะฏิจฉันโน อันตะระฆะเร นิสีทิสสามีติ สิกขา กะระณียา.
10sekiy-04-th-018	th	10sekiy	เสขิยวัตร ๗๕	99	“สะมะติตติกัง ปิณฑะปาตัง ปะฏิคคะเหสสามีติ สิกขา กะระณียา.
10sekiy-04-th-019	th	10sekiy	เสขิยวัตร ๗๕	99	“นะ อาวุธะปาณิสสะ อะคิลานัสสะ ธัมมัง เทสิสสามีติ สิกขา กะระณียา.
10sekiy-05-pi-007	pi	10sekiy	เสขิยา	47	“สุสํวุโต อนฺตรฆเร คมิสฺสามีติ สิกฺขา กรณียา.
10sekiy-05-pi-008	pi	10sekiy	เสขิยา	47	“สกฺกจฺจํ ปิณฺฑปาตํ ภุญฺชิสฺสามีติ สิกฺขา กรณียา.
10sekiy-05-pi-009	pi	10sekiy	เสขิยา	47	“น ปาทุการูฬฺหสฺส อคิลานสฺส ธมฺมํ เทสิสฺสามีติ สิกฺขา กรณียา.
10sekiy-05-ro-029	ro	10sekiy	SEKHIYĀ	159	Susaṁvuto antaraghare gamissāmī’ti, sikkhā karaṇīyā.
10sekiy-05-ro-030	ro	10sekiy	SEKHIYĀ	159	Sakkaccaṁ piṇḍapātaṁ bhuñjissāmī’ti, sikkhā karaṇīyā.
10sekiy-05-ro-031	ro	10sekiy	SEKHIYĀ	159	Na pādukārūḷhassa agilānassa dhammaṁ desissāmī’ti, sikkhā karaṇīyā.
10sekiy-05-th-017	th	10sekiy	เสขิยวัตร ๗๕	99	“สุสังวุโต อันตะระฆะเร คะมิสสามีติ สิกขา กะระณียา.
10sekiy-05-th-018	th	10sekiy	เสขิยวัตร ๗๕	99	“สักกัจจัง ปิณฑะปาตัง ภุญชิสสามีติ สิกขา กะระณียา.
10sekiy-05-th-019	th	10sekiy	เสขิยวัตร ๗๕	99	“นะ ปาทุการูฬ๎หัสสะ อะคิลานัสสะ ธัมมัง เทสิสสามีติ สิกขา กะระณียา.
10sekiy-06-pi-007	pi	10sekiy	เสขิยา	47	“สุสํวุโต อนฺตรฆเร นิสีทิสฺสามีติ สิกฺขา กรณียา.
10sekiy-06-pi-008	pi	10sekiy	เสขิยา	47	“ปตฺตสญฺญี ปิณฺฑปาตํ ภุญฺชิสฺสามีติ สิกฺขา กรณียา.
10sekiy-06-pi-009	pi	10sekiy	เสขิยา	47	“น อุปาหนารูฬฺหสฺส อคิลานสฺส ธมฺมํ เทสิสฺสามีติ สิกฺขา กรณียา.
10sekiy-06-ro-029	ro	10sekiy	SEKHIYĀ	159	Susaṁvuto antaraghare nisīdissāmī’ti, sikkhā karaṇīyā.
10sekiy-06-ro-030	ro	10sekiy	SEKHIYĀ	159	Pattasaññī piṇḍapātaṁ bhuñjissāmī’ti, sikkhā karaṇīyā.
10sekiy-06-ro-031	ro	10sekiy	SEKHIYĀ	159	Na upāhanārūḷhassa agilānassa dhammaṁ desissāmī’ti, sikkhā karaṇīyā.
10sekiy-06-th-017	th	10sekiy	เสขิยวัตร ๗๕	99	“สุสังวุโต อันตะระฆะเร นิสีทิสสามีติ สิกขา กะระณียา.
10sekiy-06-th-018	th	10sekiy	เสขิยวัตร ๗๕	99	“ปัตตะสัญญี ปิณฑะปาตัง ภุญชิสสามีติ สิกขา กะระณียา.
10sekiy-06-th-019	th	10sekiy	เสขิยวัตร ๗๕	99	“นะ อุปาหะนารูฬ๎หัสสะ อะคิลานัสสะ ธัมมัง เทสิสสามีติ สิกขา กะระณียา.
10sekiy-07-pi-007	pi	10sekiy	เสขิยา	47	“โอกฺขิตฺตจกฺขุ อนฺตรฆเร คมิสฺสามีติ สิกฺขา กรณียา.
10sekiy-07-pi-008	pi	10sekiy	เสขิยา	47	“สปทานํ ปิณฺฑปาตํ ภุญฺชิสฺสามีติ สิกฺขา กรณียา.
10sekiy-07-pi-009	pi	10sekiy	เสขิยา	47	“น ยานคตสฺส อคิลานสฺส ธมฺมํ เทสิสฺสามีติ สิกฺขา กรณียา.
10sekiy-07-ro-029	ro	10sekiy	SEKHIYĀ	159	Okkhittacakkhu antaraghare gamissāmī’ti, sikkhā karaṇīyā.
10sekiy-07-ro-030	ro	10sekiy	SEKHIYĀ	159	Sapadānaṁ piṇḍapātaṁ bhuñjissāmī’ti, sikkhā karaṇīyā.
10sekiy-07-ro-031	ro	10sekiy	SEKHIYĀ	159	Na yānagatassa agilānassa dhammaṁ desissāmī’ti, sikkhā karaṇīyā.
10sekiy-07-th-017	th	10sekiy	เสขิยวัตร ๗๕	99	“โอกขิตตะจักขุ อันตะระฆะเร คะมิสสามีติ สิกขา กะระณียา.
10sekiy-07-th-018	th	10sekiy	เสขิยวัตร ๗๕	99	“สะปะทานัง ปิณฑะปาตัง ภุญชิสสามีติ สิกขา กะระณียา.
10sekiy-07-th-019	th	10sekiy	เสขิยวัตร ๗๕	99	“นะ ยานะคะตัสสะ อะคิลานัสสะ ธัมมัง เทสิสสามีติ สิกขา กะระณียา.
10sekiy-08-pi-007	pi	10sekiy	เสขิยา	47	“โอกฺขิตฺตจกฺขุ อนฺตรฆเร นิสีทิสฺสามีติ สิกฺขา กรณียา.
10sekiy-08-pi-008	pi	10sekiy	เสขิยา	47	“สมสูปกํ ปิณฺฑปาตํ ภุญฺชิสฺสามีติ สิกฺขา กรณียา.
10sekiy-08-pi-009	pi	10sekiy	เสขิยา	47	“น สยนคตสฺส อคิลานสฺส ธมฺมํ เทสิสฺสามีติ สิกฺขา กรณียา.
10sekiy-08-ro-029	ro	10sekiy	SEKHIYĀ	159	Okkhittacakkhu antaraghare nisīdissāmī’ti, sikkhā karaṇīyā.
10sekiy-08-ro-030	ro	10sekiy	SEKHIYĀ	159	Samasūpakaṁ piṇḍapātaṁ bhuñjissāmī’ti, sikkhā karaṇīyā.
10sekiy-08-ro-031	ro	10sekiy	SEKHIYĀ	159	Na sayanagatassa agilānassa dhammaṁ desissāmī’ti, sikkhā karaṇīyā.
10sekiy-08-th-017	th	10sekiy	เสขิยวัตร ๗๕	99	“โอกขิตตะจักขุ อันตะระฆะเร นิสีทิสสามีติ สิกขา กะระณียา. พระภิกขุปาฏิโมกข์
10sekiy-08-th-018	th	10sekiy	เสขิยวัตร ๗๕	99	“สะมะสูปะกัง ปิณฑะปาตัง ภุญชิสสามีติ สิกขา กะระณียา.
10sekiy-08-th-019	th	10sekiy	เสขิยวัตร ๗๕	99	“นะ สะยะนะคะตัสสะ อะคิลานัสสะ ธัมมัง เทสิสสามีติ สิกขา กะระณียา.
10sekiy-09-pi-007	pi	10sekiy	เสขิยา	47	“น อุกฺขิตฺตกาย อนตฺรฆเร คมิสฺสามีติ สิกฺขา กรณียา.
10sekiy-09-pi-008	pi	10sekiy	เสขิยา	47	“น ถูปโต โอมทฺทิตฺวา ปิณฺฑปาตํ ภุญฺชิสฺสามีติ สิกฺขา กรณียา.
10sekiy-09-pi-009	pi	10sekiy	เสขิยา	47	“น ปลฺลตฺถิกาย นิสินฺนสฺส อคิลานสฺส ธมฺมํ เทสิสฺสามีติ สิกฺขา กรณียา.
10sekiy-09-ro-029	ro	10sekiy	SEKHIYĀ	159	Na ukkhittakāya antaraghare gamissāmī’ti, sikkhā karaṇīyā.
10sekiy-09-ro-030	ro	10sekiy	SEKHIYĀ	159	Na thūpato omadditvā piṇḍapātaṁ bhuñjissāmī’ti, sikkhā karaṇīyā.
